SaleID,price
200000,1255.6232240499069
200001,1974.5385141152592
200002,8344.69186604151
200003,1162.1327320428497
200004,1991.9018633119213
200005,1111.5499312517181
200006,452.36321025474047
200007,3319.710613359335
200008,12960.32225217135
200009,594.1934150891383
200010,632.103936694286
200011,2513.3830285184517
200012,5801.643396641949
200013,7435.070667764287
200014,1355.5486382863885
200015,251.52539803540455
200016,1728.2698225660338
200017,8347.291819947006
200018,6807.304894477178
200019,630.165143593154
200020,24544.262365877174
200021,7742.443932201259
200022,1958.746664906365
200023,1523.0136997903933
200024,820.311145546834
200025,7816.198129100288
200026,583.1645489310728
200027,12336.601102693392
200028,3977.7400400077495
200029,7935.4834475611615
200030,18324.61762754639
200031,13655.662509324717
200032,606.9402491834489
200033,14792.103780320911
200034,750.9928299465574
200035,2031.5976614822296
200036,14217.042628879602
200037,5708.04745314876
200038,1573.2881538101713
200039,359.2734236210512
200040,592.2406659591411
200041,28744.791894811315
200042,449.41530423407187
200043,7398.484985673343
200044,18330.833064686518
200045,508.69208466525544
200046,15750.18494971752
200047,17865.60715805799
200048,2160.906988349132
200049,3094.2360490668443
200050,427.40107138307167
200051,4381.716587351451
200052,2942.748225102821
200053,499.4537322966012
200054,13574.758156441116
200055,11419.744013976715
200056,5992.159491359058
200057,3331.2870592409304
200058,1064.1715166185534
200059,5190.666285758376
200060,8570.82225034691
200061,1145.1003185396607
200062,5581.646372358711
200063,8333.552797667471
200064,1311.8646019434273
200065,1651.1248725579376
200066,505.5292052899799
200067,9764.136963578749
200068,189.53381773638336
200069,16583.324041609834
200070,9339.882086755926
200071,311.95938197313586
200072,6758.0986396016315
200073,18238.148744534392
200074,4363.740535335687
200075,13516.685357335718
200076,2992.5009606704034
200077,331.91675360883903
200078,359.6676197579311
200079,2888.214162140275
200080,3050.244695744507
200081,2120.203091970232
200082,4073.7212077996287
200083,408.4312211670718
200084,1210.0112034834826
200085,1444.789653335683
200086,6996.363751579731
200087,3348.8062464659174
200088,2592.1172345886025
200089,41405.63601181882
200090,2475.880799129546
200091,198.24059165052472
200092,1465.1390812925902
200093,17253.541987717104
200094,6486.010382708335
200095,6060.716072181135
200096,2610.8587371512103
200097,1183.0341796836265
200098,448.9870590769269
200099,21526.286371287766
200100,21334.700430026875
200101,7277.655878756038
200102,1817.5583048081012
200103,11034.908036570989
200104,5488.7139624375795
200105,4317.3347077702765
200106,8170.1251727065
200107,2261.738848347737
200108,14290.366008453553
200109,7847.844253311083
200110,652.1274914289884
200111,1968.5011899403735
200112,1813.9229303637744
200113,708.8664806217349
200114,2174.1393630184025
200115,1167.9263220285115
200116,14236.725502418343
200117,16937.646509611444
200118,58066.38838552235
200119,205.7682516909572
200120,2927.5255536959785
200121,2503.4580581558885
200122,687.2833055573708
200123,2440.6732086745214
200124,57501.79953468325
200125,539.8247480561761
200126,2914.0898754906
200127,15201.282889611997
200128,1615.2320593263657
200129,5858.228485377231
200130,3963.3036928959796
200131,2409.209287898315
200132,1479.485710052574
200133,2788.8779951266015
200134,1397.2207878267884
200135,2781.485990952447
200136,4026.352782174775
200137,643.5719484229223
200138,10039.132039428323
200139,6474.587855047953
200140,2832.528775394385
200141,1495.7975360999067
200142,6225.55100851166
200143,6760.1850457931
200144,1353.6200598776843
200145,6211.1356117355335
200146,2635.3918534798395
200147,4427.336226822488
200148,2910.724794569961
200149,208.34251017711267
200150,11032.783624015592
200151,4979.761194160305
200152,644.9650230679378
200153,498.5123714879928
200154,7531.915700181427
200155,2355.9873354407187
200156,16619.485737864154
200157,8062.190296856716
200158,10002.515844620902
200159,1299.6473342911763
200160,6748.151322429096
200161,7413.584198924064
200162,6679.365920835078
200163,903.2431103361223
200164,16563.511506118622
200165,14370.22206397849
200166,23486.76024956107
200167,3892.434466355641
200168,36014.20012084996
200169,681.9369155929296
200170,2824.945527746044
200171,8874.188117770313
200172,1931.0721365027161
200173,35193.03147343278
200174,619.7415704030252
200175,2495.3775228216314
200176,8182.73360888812
200177,5815.438658064893
200178,5285.95854097245
200179,3647.828260455938
200180,903.7084377461729
200181,19043.27019255502
200182,4228.210133429143
200183,1587.2993303188869
200184,2432.8751224148054
200185,4308.411708851103
200186,3644.261807072332
200187,5206.804562782727
200188,11989.11059885009
200189,11071.517332851892
200190,3136.984424519551
200191,3058.992935923904
200192,1114.8017950722212
200193,4799.9788243677
200194,7554.667651546761
200195,2230.8382610502595
200196,601.1861480764228
200197,20995.015480962258
200198,1242.1982129807623
200199,4694.449895371065
200200,597.9583517477032
200201,7594.584885518981
200202,2080.0936565415936
200203,1581.6323936303907
200204,8207.366206311171
200205,5315.289811163284
200206,908.6916317587963
200207,4770.463338927453
200208,5822.390168059033
200209,1514.6135987131092
200210,13913.481780499143
200211,5526.057784788226
200212,7498.970150208603
200213,8667.990333639911
200214,20054.335374234688
200215,7024.685436684303
200216,3274.479827920392
200217,1245.5711440531045
200218,10280.890166607594
200219,1261.4027166183498
200220,2781.142274319615
200221,8022.001826375245
200222,2212.6303153845874
200223,704.5846473911802
200224,12424.202769897753
200225,3260.628469413471
200226,1213.0035815809078
200227,8942.833686913167
200228,217.54806141222434
200229,7386.732645296522
200230,9400.348172173024
200231,5053.871082214351
200232,933.3205639776506
200233,7943.646044607722
200234,398.75810901823024
200235,8640.25739282447
200236,11698.203055704882
200237,4832.369297152024
200238,7173.531517613089
200239,8847.355732433323
200240,25377.99625080621
200241,10545.966561228597
200242,3975.5021746445445
200243,2772.6368812613046
200244,6580.766709076814
200245,3989.3168128425195
200246,4108.204853477987
200247,1140.5787387681744
200248,287.38735586147465
200249,9795.339471953499
200250,29105.07798934122
200251,10350.576419665367
200252,800.596512315165
200253,9509.23812361805
200254,11091.72396386059
200255,7460.420217206924
200256,2752.3198908078366
200257,9148.073255539792
200258,3800.6638094406244
200259,7876.545853499423
200260,1459.6037926478507
200261,3994.9434462627123
200262,2588.955291880634
200263,9111.934181357767
200264,6978.317960968193
200265,6098.140228702122
200266,1365.4450603664263
200267,14784.115539401097
200268,6886.075772834609
200269,3864.282864871244
200270,9644.569564845318
200271,2910.316203047284
200272,2683.0284519386378
200273,17634.382471520756
200274,508.83654801994726
200275,13727.299238754033
200276,2121.013875116281
200277,3249.4630458243028
200278,1637.9517368303057
200279,7932.143431326318
200280,3061.0590347697575
200281,813.6672902982981
200282,12896.840034050078
200283,6279.402518120602
200284,393.68087479276414
200285,5363.493860216711
200286,3395.084613411433
200287,11973.687182062858
200288,12005.331295195441
200289,2939.2708594859787
200290,7214.655207254965
200291,7804.9833060246165
200292,1693.3500399190646
200293,10081.451386830817
200294,6166.219585551047
200295,1395.3947541394512
200296,3073.595517080117
200297,7344.373913471749
200298,1385.0598267933935
200299,4954.821053860732
200300,5207.333746702847
200301,5345.851248266309
200302,1507.1620635433515
200303,5986.8259408749855
200304,2619.284279986352
200305,4148.484051702472
200306,1552.0684565089914
200307,15719.854872593292
200308,1388.3453370480352
200309,941.4025558933031
200310,1107.0392015055045
200311,1307.6234161722632
200312,11564.417613281268
200313,1685.2705008442438
200314,4320.91409065474
200315,721.0554429862057
200316,40888.85683332191
200317,2423.261364023936
200318,396.2933403344791
200319,10350.929366599754
200320,3235.602586688746
200321,28836.41400963821
200322,15480.106552447847
200323,1366.2638088976519
200324,24535.464100140227
200325,5794.154589299422
200326,2418.2898381269547
200327,27003.645846477946
200328,569.9181924944487
200329,7719.226522844944
200330,1956.3051975441172
200331,1510.6979071063506
200332,12471.668352546605
200333,1211.0235346148165
200334,560.8506201761933
200335,1570.8508147593184
200336,1398.6035274592834
200337,1210.5555710435233
200338,1988.882405992892
200339,13995.232489842105
200340,28233.871652365502
200341,2289.7169489909406
200342,6296.116556211286
200343,1510.8440362006222
200344,5770.761278894725
200345,6643.875743742212
200346,1186.2994934954133
200347,11325.98549358937
200348,9512.891183106512
200349,723.334390048092
200350,10533.676843526557
200351,2377.4612700416596
200352,759.1211295808687
200353,1810.9234241720023
200354,3507.763847078554
200355,536.1899010034227
200356,4488.162385580408
200357,2380.7176887714368
200358,2994.283773252366
200359,9419.661807195229
200360,16550.64493133037
200361,1819.163479859637
200362,2027.1073403654468
200363,1319.7457480038015
200364,7712.2890435923455
200365,9464.679573141892
200366,998.2165934445982
200367,6205.185523989826
200368,6418.322148114824
200369,5598.603959546211
200370,1003.7367405347592
200371,10457.865850002796
200372,809.8988233786135
200373,1206.8254813434708
200374,777.4452259111777
200375,1201.3791946345116
200376,2631.4064411364907
200377,1805.0060496556903
200378,1473.5684387529718
200379,1983.2048305071262
200380,786.847946133885
200381,4002.5586685343565
200382,32042.883893080776
200383,2233.6832672329965
200384,2723.5925410051223
200385,760.7488368136115
200386,1110.0954285733715
200387,3885.8801645658677
200388,7150.14034250289
200389,7261.133081380212
200390,379.1745822956054
200391,3332.8929548690476
200392,1018.2798030225429
200393,2962.437170526133
200394,3895.162152508493
200395,99.10406759015731
200396,2720.727722376836
200397,1000.8080693193331
200398,2237.2795982330586
200399,779.0079481827406
200400,2105.2085987454916
200401,5187.48737211646
200402,1520.1538444642672
200403,3521.1311270723263
200404,651.1521328970201
200405,697.2170234800965
200406,2337.672833142975
200407,1515.613151403787
200408,6642.669308114344
200409,10667.29211719245
200410,7699.259220442489
200411,1484.8681573708873
200412,20952.737620016545
200413,10993.783604229742
200414,4429.348455470814
200415,9198.834501739677
200416,8060.121872056934
200417,1863.9645811283567
200418,1115.4685944868165
200419,18068.979195180418
200420,19518.669916240568
200421,1153.3114835002323
200422,1546.1009847804107
200423,1060.2988269347904
200424,47618.3731413512
200425,8985.553830824709
200426,3789.216861728297
200427,18710.832492987633
200428,1230.9504979357957
200429,4671.073674418726
200430,3922.259956623927
200431,2730.273466457076
200432,3884.5998288947308
200433,15859.452221653817
200434,651.856721580295
200435,5065.318734812981
200436,9488.574724100039
200437,782.0247067340642
200438,190.96531369225198
200439,1114.3629213070496
200440,1465.596118866546
200441,1298.7233447699405
200442,1295.215401757311
200443,5871.264440351336
200444,1203.3509373595862
200445,3114.539678651647
200446,3486.44043248909
200447,6982.918547155396
200448,13710.784987025578
200449,1196.393415398124
200450,2269.6970445278916
200451,1022.3622261954224
200452,3251.438301674999
200453,3174.6915143191027
200454,798.485131929827
200455,8347.872814591148
200456,1199.0861014336933
200457,1342.221479002178
200458,744.1011251926273
200459,3840.3778449977826
200460,2970.561577523853
200461,3529.135465788844
200462,4897.742972872843
200463,8423.925423142742
200464,1156.510961731545
200465,9437.994289189312
200466,2349.515278025613
200467,2733.0778204671406
200468,2076.2179375463134
200469,196.95209349104783
200470,9303.885004302057
200471,399.718862526549
200472,9970.569398940188
200473,47627.871820191416
200474,1736.2032897344716
200475,3951.99915330764
200476,12723.241974364875
200477,5055.116228670569
200478,5116.58021086714
200479,1108.747822605185
200480,6379.684995604751
200481,1670.4145993570564
200482,1486.998527022855
200483,2532.6434230489454
200484,2359.646023096733
200485,4681.363099896572
200486,5254.070418711521
200487,9309.750182139143
200488,1021.6601205568902
200489,5955.579809632874
200490,8792.396720066894
200491,8429.580045539527
200492,17081.340511369202
200493,94.24230271819525
200494,2344.008138598241
200495,5406.672003028105
200496,364.38536867494406
200497,594.5677331730892
200498,17819.258198047948
200499,750.5748751662854
200500,6056.186901060709
200501,3986.226717475459
200502,1841.6487568780703
200503,442.8496933506577
200504,2383.9153319157417
200505,5873.598724425736
200506,139.26579128652975
200507,3584.091383742313
200508,1880.4367162270478
200509,1198.210134443085
200510,9114.489719956988
200511,10379.720216297159
200512,24650.00769535952
200513,14988.174275969635
200514,12393.057973426028
200515,655.6312986126782
200516,21727.693872736367
200517,8163.139221368703
200518,2390.458523123372
200519,13781.11865242009
200520,1396.0184569660398
200521,23547.220774902744
200522,144.2265851612064
200523,4505.661157644127
200524,8803.466028570621
200525,507.9198808764831
200526,400.76978736091775
200527,3695.725449698605
200528,3730.8994250672395
200529,609.7000325998807
